starttime	seconds	ctime	dtime	ttime	wait
Fri Nov 12 17:02:53 2021	1636707773	0	3476	3476	3475
Fri Nov 12 17:02:53 2021	1636707773	0	3485	3485	3484
Fri Nov 12 17:02:52 2021	1636707772	0	3492	3492	3491
Fri Nov 12 17:02:50 2021	1636707770	0	3513	3513	3253
Fri Nov 12 17:02:59 2021	1636707779	0	3518	3518	3517
Fri Nov 12 17:02:47 2021	1636707767	0	3541	3541	3541
Fri Nov 12 17:02:55 2021	1636707775	0	3559	3559	3558
Fri Nov 12 17:02:59 2021	1636707779	0	3564	3564	3563
Fri Nov 12 17:02:59 2021	1636707779	0	3571	3571	3570
Fri Nov 12 17:02:54 2021	1636707774	0	3576	3576	3575
Fri Nov 12 17:02:46 2021	1636707766	0	3586	3586	3586
Fri Nov 12 17:02:59 2021	1636707779	0	3602	3602	3601
Fri Nov 12 17:02:50 2021	1636707770	0	3603	3603	3314
Fri Nov 12 17:02:53 2021	1636707773	0	3616	3616	2954
Fri Nov 12 17:02:56 2021	1636707776	0	3628	3629	3628
Fri Nov 12 17:02:50 2021	1636707770	0	3630	3631	3630
Fri Nov 12 17:02:53 2021	1636707773	0	3640	3640	3640
Fri Nov 12 17:02:58 2021	1636707778	0	3655	3655	3654
Fri Nov 12 17:02:51 2021	1636707771	0	3669	3669	3669
Fri Nov 12 17:02:58 2021	1636707778	0	3683	3683	3682
Fri Nov 12 17:02:58 2021	1636707778	0	3692	3692	3691
Fri Nov 12 17:02:53 2021	1636707773	0	3704	3704	3703
Fri Nov 12 17:02:58 2021	1636707778	0	3709	3709	3708
Fri Nov 12 17:02:56 2021	1636707776	0	3718	3719	3718
Fri Nov 12 17:02:58 2021	1636707778	0	3723	3723	3722
Fri Nov 12 17:02:51 2021	1636707771	0	3730	3730	3730
Fri Nov 12 17:02:59 2021	1636707779	0	3732	3732	3731
Fri Nov 12 17:02:59 2021	1636707779	0	3761	3761	3760
Fri Nov 12 17:02:45 2021	1636707765	0	3801	3801	3799
Fri Nov 12 17:02:59 2021	1636707779	0	3808	3808	3802
Fri Nov 12 17:02:43 2021	1636707763	0	3808	3808	3808
Fri Nov 12 17:02:40 2021	1636707760	0	3814	3814	3813
Fri Nov 12 17:02:47 2021	1636707767	0	3814	3814	3813
Fri Nov 12 17:02:52 2021	1636707772	0	3835	3835	3835
Fri Nov 12 17:02:49 2021	1636707769	0	3841	3841	3765
Fri Nov 12 17:02:51 2021	1636707771	0	3861	3861	3861
Fri Nov 12 17:02:53 2021	1636707773	0	3864	3864	3863
Fri Nov 12 17:02:52 2021	1636707772	0	3864	3864	3864
Fri Nov 12 17:02:59 2021	1636707779	0	3869	3869	3868
Fri Nov 12 17:02:47 2021	1636707767	0	3874	3874	3874
Fri Nov 12 17:02:52 2021	1636707772	0	3894	3894	3894
Fri Nov 12 17:02:52 2021	1636707772	0	3894	3894	3893
Fri Nov 12 17:02:52 2021	1636707772	0	3920	3920	3919
Fri Nov 12 17:02:46 2021	1636707766	0	3934	3934	3933
Fri Nov 12 17:02:43 2021	1636707763	0	3936	3936	3936
Fri Nov 12 17:02:49 2021	1636707769	0	3948	3948	3947
Fri Nov 12 17:02:40 2021	1636707760	3	4000	4003	3497
Fri Nov 12 17:02:40 2021	1636707760	0	4192	4192	4191
Fri Nov 12 17:02:48 2021	1636707768	0	4201	4201	4200
Fri Nov 12 17:02:53 2021	1636707773	0	4253	4253	4252
Fri Nov 12 17:02:59 2021	1636707779	0	4259	4259	4259
Fri Nov 12 17:02:58 2021	1636707778	0	4281	4281	4280
Fri Nov 12 17:02:46 2021	1636707766	0	4319	4320	4319
Fri Nov 12 17:02:58 2021	1636707778	0	4339	4339	4338
Fri Nov 12 17:02:40 2021	1636707760	0	4415	4415	4414
Fri Nov 12 17:02:49 2021	1636707769	0	4447	4447	4447
Fri Nov 12 17:02:52 2021	1636707772	0	4496	4496	4469
Fri Nov 12 17:02:57 2021	1636707777	0	4574	4574	4574
Fri Nov 12 17:02:53 2021	1636707773	0	4606	4606	4581
Fri Nov 12 17:02:50 2021	1636707770	0	4674	4674	4674
Fri Nov 12 17:02:53 2021	1636707773	0	4684	4684	4641
Fri Nov 12 17:02:53 2021	1636707773	0	4763	4763	4762
Fri Nov 12 17:02:48 2021	1636707768	0	4864	4864	4863
Fri Nov 12 17:02:46 2021	1636707766	0	5181	5181	5180
Fri Nov 12 17:02:51 2021	1636707771	0	5187	5187	5186
Fri Nov 12 17:02:51 2021	1636707771	0	5537	5537	5536
