starttime	seconds	ctime	dtime	ttime	wait
Fri Nov 12 17:01:36 2021	1636707696	0	832	832	831
Fri Nov 12 17:01:37 2021	1636707697	0	832	832	768
Fri Nov 12 17:01:46 2021	1636707706	0	833	833	832
Fri Nov 12 17:01:45 2021	1636707705	0	833	833	832
Fri Nov 12 17:01:51 2021	1636707711	0	834	834	834
Fri Nov 12 17:01:40 2021	1636707700	0	835	835	834
Fri Nov 12 17:01:45 2021	1636707705	0	836	836	835
Fri Nov 12 17:01:32 2021	1636707692	0	839	839	838
Fri Nov 12 17:01:35 2021	1636707695	0	839	839	838
Fri Nov 12 17:01:49 2021	1636707709	0	839	839	839
Fri Nov 12 17:01:37 2021	1636707697	0	839	839	837
Fri Nov 12 17:01:50 2021	1636707710	0	839	839	839
Fri Nov 12 17:01:36 2021	1636707696	0	840	840	839
Fri Nov 12 17:01:42 2021	1636707702	0	840	840	837
Fri Nov 12 17:01:45 2021	1636707705	0	842	842	840
Fri Nov 12 17:01:47 2021	1636707707	0	842	842	840
Fri Nov 12 17:01:42 2021	1636707702	0	842	842	842
Fri Nov 12 17:01:43 2021	1636707703	0	843	843	837
Fri Nov 12 17:01:47 2021	1636707707	0	844	844	836
Fri Nov 12 17:01:50 2021	1636707710	0	844	844	843
Fri Nov 12 17:01:41 2021	1636707701	0	845	845	844
Fri Nov 12 17:01:51 2021	1636707711	0	845	845	844
Fri Nov 12 17:01:41 2021	1636707701	0	845	845	845
Fri Nov 12 17:01:35 2021	1636707695	0	845	845	845
Fri Nov 12 17:01:42 2021	1636707702	0	846	846	845
Fri Nov 12 17:01:49 2021	1636707709	0	848	848	847
Fri Nov 12 17:01:35 2021	1636707695	0	848	848	844
Fri Nov 12 17:01:33 2021	1636707693	0	849	849	845
Fri Nov 12 17:01:51 2021	1636707711	0	849	849	848
Fri Nov 12 17:01:40 2021	1636707700	0	849	849	849
Fri Nov 12 17:01:32 2021	1636707692	0	850	850	850
Fri Nov 12 17:01:32 2021	1636707692	6	846	851	845
Fri Nov 12 17:01:32 2021	1636707692	5	848	852	847
Fri Nov 12 17:01:35 2021	1636707695	0	853	853	851
Fri Nov 12 17:01:37 2021	1636707697	0	853	854	852
Fri Nov 12 17:01:35 2021	1636707695	0	854	854	853
Fri Nov 12 17:01:38 2021	1636707698	0	855	855	854
Fri Nov 12 17:01:42 2021	1636707702	0	857	857	856
Fri Nov 12 17:01:42 2021	1636707702	0	857	857	856
Fri Nov 12 17:01:35 2021	1636707695	0	857	857	856
Fri Nov 12 17:01:45 2021	1636707705	0	857	857	856
Fri Nov 12 17:01:45 2021	1636707705	0	858	858	857
Fri Nov 12 17:01:50 2021	1636707710	0	858	858	857
Fri Nov 12 17:01:37 2021	1636707697	1	857	858	856
Fri Nov 12 17:01:50 2021	1636707710	0	859	859	858
Fri Nov 12 17:01:45 2021	1636707705	0	859	859	857
Fri Nov 12 17:01:41 2021	1636707701	0	859	859	859
Fri Nov 12 17:01:43 2021	1636707703	0	860	860	859
Fri Nov 12 17:01:48 2021	1636707708	0	861	861	861
Fri Nov 12 17:01:43 2021	1636707703	0	861	861	861
Fri Nov 12 17:01:36 2021	1636707696	0	861	862	861
Fri Nov 12 17:01:32 2021	1636707692	0	862	862	861
Fri Nov 12 17:01:51 2021	1636707711	0	863	863	862
Fri Nov 12 17:01:40 2021	1636707700	0	863	864	863
Fri Nov 12 17:01:45 2021	1636707705	0	864	864	863
Fri Nov 12 17:01:32 2021	1636707692	5	859	864	858
Fri Nov 12 17:01:36 2021	1636707696	0	864	864	863
Fri Nov 12 17:01:49 2021	1636707709	0	864	864	864
Fri Nov 12 17:01:49 2021	1636707709	0	864	864	864
Fri Nov 12 17:01:46 2021	1636707706	0	865	865	864
Fri Nov 12 17:01:45 2021	1636707705	0	867	867	866
Fri Nov 12 17:01:41 2021	1636707701	0	869	869	868
Fri Nov 12 17:01:49 2021	1636707709	0	869	869	869
Fri Nov 12 17:01:41 2021	1636707701	0	870	870	870
Fri Nov 12 17:01:37 2021	1636707697	0	871	871	870
Fri Nov 12 17:01:48 2021	1636707708	0	871	871	837
Fri Nov 12 17:01:36 2021	1636707696	0	871	871	866
Fri Nov 12 17:01:48 2021	1636707708	0	873	873	814
Fri Nov 12 17:01:45 2021	1636707705	0	875	875	875
Fri Nov 12 17:01:47 2021	1636707707	0	876	876	875
Fri Nov 12 17:01:46 2021	1636707706	0	877	877	874
Fri Nov 12 17:01:34 2021	1636707694	0	883	883	882
Fri Nov 12 17:01:36 2021	1636707696	0	884	884	883
Fri Nov 12 17:01:49 2021	1636707709	0	884	884	883
Fri Nov 12 17:01:36 2021	1636707696	0	885	885	885
Fri Nov 12 17:01:50 2021	1636707710	0	885	886	885
Fri Nov 12 17:01:46 2021	1636707706	0	886	886	885
Fri Nov 12 17:01:48 2021	1636707708	0	887	887	857
Fri Nov 12 17:01:50 2021	1636707710	0	889	889	888
Fri Nov 12 17:01:32 2021	1636707692	0	889	889	884
Fri Nov 12 17:01:41 2021	1636707701	0	891	891	888
Fri Nov 12 17:01:37 2021	1636707697	0	891	891	874
Fri Nov 12 17:01:45 2021	1636707705	0	891	891	890
Fri Nov 12 17:01:39 2021	1636707699	0	892	892	891
Fri Nov 12 17:01:42 2021	1636707702	0	892	892	892
Fri Nov 12 17:01:36 2021	1636707696	0	892	892	891
Fri Nov 12 17:01:37 2021	1636707697	0	893	893	893
Fri Nov 12 17:01:48 2021	1636707708	0	895	896	895
Fri Nov 12 17:01:36 2021	1636707696	0	897	897	897
Fri Nov 12 17:01:49 2021	1636707709	0	897	898	897
Fri Nov 12 17:01:46 2021	1636707706	0	899	899	898
Fri Nov 12 17:01:37 2021	1636707697	0	900	900	899
Fri Nov 12 17:01:37 2021	1636707697	1	900	901	899
Fri Nov 12 17:01:39 2021	1636707699	0	902	902	901
Fri Nov 12 17:01:49 2021	1636707709	0	902	902	901
Fri Nov 12 17:01:46 2021	1636707706	0	904	904	903
Fri Nov 12 17:01:46 2021	1636707706	0	905	905	904
Fri Nov 12 17:01:41 2021	1636707701	0	906	907	906
Fri Nov 12 17:01:34 2021	1636707694	0	907	907	906
Fri Nov 12 17:01:36 2021	1636707696	0	907	907	906
Fri Nov 12 17:01:46 2021	1636707706	0	907	907	907
Fri Nov 12 17:01:51 2021	1636707711	0	908	908	908
Fri Nov 12 17:01:50 2021	1636707710	0	909	909	909
Fri Nov 12 17:01:46 2021	1636707706	0	909	910	909
Fri Nov 12 17:01:40 2021	1636707700	0	910	910	811
Fri Nov 12 17:01:35 2021	1636707695	0	912	912	912
Fri Nov 12 17:01:41 2021	1636707701	0	912	912	894
Fri Nov 12 17:01:40 2021	1636707700	0	913	913	720
Fri Nov 12 17:01:34 2021	1636707694	0	913	913	912
Fri Nov 12 17:01:40 2021	1636707700	0	914	914	788
Fri Nov 12 17:01:40 2021	1636707700	0	914	914	914
Fri Nov 12 17:01:32 2021	1636707692	6	910	916	909
Fri Nov 12 17:01:42 2021	1636707702	0	918	918	917
Fri Nov 12 17:01:34 2021	1636707694	0	918	918	918
Fri Nov 12 17:01:35 2021	1636707695	0	918	918	918
Fri Nov 12 17:01:50 2021	1636707710	0	919	919	918
Fri Nov 12 17:01:47 2021	1636707707	0	919	919	917
Fri Nov 12 17:01:45 2021	1636707705	0	920	920	919
Fri Nov 12 17:01:42 2021	1636707702	0	921	921	662
Fri Nov 12 17:01:42 2021	1636707702	0	922	922	921
Fri Nov 12 17:01:32 2021	1636707692	0	923	923	923
Fri Nov 12 17:01:37 2021	1636707697	0	925	926	925
Fri Nov 12 17:01:40 2021	1636707700	0	926	926	925
Fri Nov 12 17:01:51 2021	1636707711	0	926	926	925
Fri Nov 12 17:01:45 2021	1636707705	0	928	928	927
Fri Nov 12 17:01:37 2021	1636707697	0	929	929	928
Fri Nov 12 17:01:36 2021	1636707696	0	930	930	929
Fri Nov 12 17:01:50 2021	1636707710	0	930	930	930
Fri Nov 12 17:01:35 2021	1636707695	0	930	930	929
Fri Nov 12 17:01:41 2021	1636707701	0	931	931	884
Fri Nov 12 17:01:46 2021	1636707706	0	932	932	876
Fri Nov 12 17:01:50 2021	1636707710	0	932	932	931
Fri Nov 12 17:01:47 2021	1636707707	0	932	932	931
Fri Nov 12 17:01:50 2021	1636707710	0	932	932	931
Fri Nov 12 17:01:41 2021	1636707701	0	932	932	929
Fri Nov 12 17:01:40 2021	1636707700	0	932	933	931
Fri Nov 12 17:01:48 2021	1636707708	0	934	934	934
Fri Nov 12 17:01:36 2021	1636707696	0	935	935	789
Fri Nov 12 17:01:47 2021	1636707707	0	935	935	934
Fri Nov 12 17:01:33 2021	1636707693	0	935	935	935
Fri Nov 12 17:01:37 2021	1636707697	0	935	936	935
Fri Nov 12 17:01:38 2021	1636707698	0	936	936	935
Fri Nov 12 17:01:44 2021	1636707704	0	936	936	936
Fri Nov 12 17:01:50 2021	1636707710	0	937	937	936
Fri Nov 12 17:01:46 2021	1636707706	0	939	939	938
Fri Nov 12 17:01:33 2021	1636707693	0	939	939	938
Fri Nov 12 17:01:43 2021	1636707703	0	940	940	940
Fri Nov 12 17:01:35 2021	1636707695	0	941	941	927
Fri Nov 12 17:01:32 2021	1636707692	0	941	941	940
Fri Nov 12 17:01:42 2021	1636707702	0	942	942	941
Fri Nov 12 17:01:42 2021	1636707702	0	943	943	942
Fri Nov 12 17:01:42 2021	1636707702	0	943	943	941
Fri Nov 12 17:01:35 2021	1636707695	0	944	944	942
Fri Nov 12 17:01:42 2021	1636707702	0	945	945	929
Fri Nov 12 17:01:36 2021	1636707696	0	945	945	858
Fri Nov 12 17:01:43 2021	1636707703	0	945	945	942
Fri Nov 12 17:01:44 2021	1636707704	0	946	946	946
Fri Nov 12 17:01:35 2021	1636707695	0	946	947	946
Fri Nov 12 17:01:40 2021	1636707700	0	947	947	924
Fri Nov 12 17:01:50 2021	1636707710	0	947	947	947
Fri Nov 12 17:01:43 2021	1636707703	0	947	947	945
Fri Nov 12 17:01:35 2021	1636707695	0	948	948	947
Fri Nov 12 17:01:43 2021	1636707703	0	949	949	949
Fri Nov 12 17:01:45 2021	1636707705	0	950	950	947
Fri Nov 12 17:01:33 2021	1636707693	0	950	950	950
Fri Nov 12 17:01:37 2021	1636707697	0	951	951	950
Fri Nov 12 17:01:48 2021	1636707708	0	951	951	951
Fri Nov 12 17:01:45 2021	1636707705	0	951	952	951
Fri Nov 12 17:01:34 2021	1636707694	0	954	954	952
Fri Nov 12 17:01:49 2021	1636707709	0	954	954	683
Fri Nov 12 17:01:49 2021	1636707709	0	954	954	954
Fri Nov 12 17:01:38 2021	1636707698	0	955	955	954
Fri Nov 12 17:01:36 2021	1636707696	0	955	955	954
Fri Nov 12 17:01:48 2021	1636707708	0	955	955	954
Fri Nov 12 17:01:49 2021	1636707709	0	956	956	955
Fri Nov 12 17:01:35 2021	1636707695	0	957	957	956
Fri Nov 12 17:01:42 2021	1636707702	0	957	957	957
Fri Nov 12 17:01:32 2021	1636707692	0	957	957	957
Fri Nov 12 17:01:44 2021	1636707704	0	959	959	958
Fri Nov 12 17:01:33 2021	1636707693	0	959	959	957
Fri Nov 12 17:01:36 2021	1636707696	0	960	960	959
Fri Nov 12 17:01:50 2021	1636707710	0	960	960	959
Fri Nov 12 17:01:51 2021	1636707711	0	961	961	961
Fri Nov 12 17:01:35 2021	1636707695	0	962	962	961
Fri Nov 12 17:01:47 2021	1636707707	0	963	963	963
Fri Nov 12 17:01:41 2021	1636707701	0	968	968	964
Fri Nov 12 17:01:38 2021	1636707698	0	968	968	966
Fri Nov 12 17:01:42 2021	1636707702	0	969	969	968
Fri Nov 12 17:01:36 2021	1636707696	0	969	969	968
Fri Nov 12 17:01:48 2021	1636707708	0	971	971	970
Fri Nov 12 17:01:32 2021	1636707692	0	971	971	969
Fri Nov 12 17:01:48 2021	1636707708	0	972	972	971
Fri Nov 12 17:01:50 2021	1636707710	0	973	973	973
Fri Nov 12 17:01:49 2021	1636707709	0	974	974	973
Fri Nov 12 17:01:41 2021	1636707701	0	975	975	975
Fri Nov 12 17:01:51 2021	1636707711	0	976	976	976
Fri Nov 12 17:01:51 2021	1636707711	0	977	977	976
Fri Nov 12 17:01:51 2021	1636707711	0	977	977	751
Fri Nov 12 17:01:36 2021	1636707696	0	977	977	977
Fri Nov 12 17:01:50 2021	1636707710	0	979	979	978
Fri Nov 12 17:01:41 2021	1636707701	0	979	979	978
Fri Nov 12 17:01:41 2021	1636707701	0	979	979	978
Fri Nov 12 17:01:45 2021	1636707705	0	980	980	978
Fri Nov 12 17:01:35 2021	1636707695	0	980	980	979
Fri Nov 12 17:01:45 2021	1636707705	0	981	981	979
Fri Nov 12 17:01:48 2021	1636707708	0	981	981	980
Fri Nov 12 17:01:37 2021	1636707697	1	983	984	982
Fri Nov 12 17:01:50 2021	1636707710	0	984	984	983
Fri Nov 12 17:01:50 2021	1636707710	0	985	985	984
Fri Nov 12 17:01:32 2021	1636707692	0	985	985	984
Fri Nov 12 17:01:50 2021	1636707710	0	985	985	985
Fri Nov 12 17:01:45 2021	1636707705	0	986	986	781
Fri Nov 12 17:01:46 2021	1636707706	0	987	987	986
Fri Nov 12 17:01:43 2021	1636707703	0	987	987	986
Fri Nov 12 17:01:42 2021	1636707702	0	988	988	987
Fri Nov 12 17:01:45 2021	1636707705	3	986	989	972
Fri Nov 12 17:01:45 2021	1636707705	0	989	989	988
Fri Nov 12 17:01:47 2021	1636707707	0	989	989	988
Fri Nov 12 17:01:32 2021	1636707692	0	989	989	988
Fri Nov 12 17:01:50 2021	1636707710	0	989	989	944
Fri Nov 12 17:01:35 2021	1636707695	1	990	990	971
Fri Nov 12 17:01:47 2021	1636707707	0	991	991	928
Fri Nov 12 17:01:41 2021	1636707701	0	992	992	992
Fri Nov 12 17:01:35 2021	1636707695	0	993	993	991
Fri Nov 12 17:01:44 2021	1636707704	0	993	993	992
Fri Nov 12 17:01:32 2021	1636707692	0	994	994	993
Fri Nov 12 17:01:43 2021	1636707703	0	997	997	997
Fri Nov 12 17:01:44 2021	1636707704	0	998	998	998
Fri Nov 12 17:01:35 2021	1636707695	0	998	999	989
Fri Nov 12 17:01:34 2021	1636707694	0	999	999	999
Fri Nov 12 17:01:32 2021	1636707692	0	1003	1003	1002
Fri Nov 12 17:01:32 2021	1636707692	0	1003	1003	1002
Fri Nov 12 17:01:40 2021	1636707700	0	1003	1003	1002
Fri Nov 12 17:01:49 2021	1636707709	0	1003	1003	1002
Fri Nov 12 17:01:32 2021	1636707692	0	1006	1007	1006
Fri Nov 12 17:01:49 2021	1636707709	0	1007	1007	1006
Fri Nov 12 17:01:32 2021	1636707692	0	1007	1007	1006
Fri Nov 12 17:01:51 2021	1636707711	0	1007	1007	1006
Fri Nov 12 17:01:48 2021	1636707708	0	1007	1007	994
Fri Nov 12 17:01:43 2021	1636707703	0	1008	1008	1008
Fri Nov 12 17:01:41 2021	1636707701	0	1009	1009	1006
Fri Nov 12 17:01:42 2021	1636707702	0	1009	1010	1009
Fri Nov 12 17:01:50 2021	1636707710	0	1011	1011	996
Fri Nov 12 17:01:50 2021	1636707710	0	1011	1011	1010
Fri Nov 12 17:01:49 2021	1636707709	0	1011	1011	998
Fri Nov 12 17:01:37 2021	1636707697	0	1014	1014	914
Fri Nov 12 17:01:49 2021	1636707709	0	1015	1015	1013
Fri Nov 12 17:01:48 2021	1636707708	0	1015	1015	1015
Fri Nov 12 17:01:36 2021	1636707696	0	1016	1016	1015
Fri Nov 12 17:01:50 2021	1636707710	0	1017	1017	1016
Fri Nov 12 17:01:33 2021	1636707693	0	1018	1018	1017
Fri Nov 12 17:01:37 2021	1636707697	0	1018	1018	1018
Fri Nov 12 17:01:33 2021	1636707693	0	1018	1019	1018
Fri Nov 12 17:01:39 2021	1636707699	0	1019	1019	1018
Fri Nov 12 17:01:48 2021	1636707708	0	1021	1021	1019
Fri Nov 12 17:01:49 2021	1636707709	0	1021	1021	1015
Fri Nov 12 17:01:48 2021	1636707708	0	1022	1022	1022
Fri Nov 12 17:01:39 2021	1636707699	0	1023	1023	1022
Fri Nov 12 17:01:45 2021	1636707705	0	1023	1023	1023
Fri Nov 12 17:01:43 2021	1636707703	0	1023	1023	1023
Fri Nov 12 17:01:32 2021	1636707692	0	1024	1024	1021
Fri Nov 12 17:01:40 2021	1636707700	0	1024	1024	1024
Fri Nov 12 17:01:51 2021	1636707711	0	1025	1025	1024
Fri Nov 12 17:01:48 2021	1636707708	0	1025	1025	1025
Fri Nov 12 17:01:35 2021	1636707695	0	1027	1027	1027
Fri Nov 12 17:01:40 2021	1636707700	0	1028	1028	1025
Fri Nov 12 17:01:42 2021	1636707702	0	1028	1028	1026
Fri Nov 12 17:01:36 2021	1636707696	0	1028	1028	942
Fri Nov 12 17:01:50 2021	1636707710	0	1028	1028	1027
Fri Nov 12 17:01:46 2021	1636707706	0	1028	1028	1027
Fri Nov 12 17:01:51 2021	1636707711	0	1029	1029	1028
Fri Nov 12 17:01:41 2021	1636707701	0	1029	1030	1029
Fri Nov 12 17:01:45 2021	1636707705	0	1031	1031	1030
Fri Nov 12 17:01:35 2021	1636707695	0	1031	1031	1031
Fri Nov 12 17:01:36 2021	1636707696	0	1032	1032	1032
Fri Nov 12 17:01:43 2021	1636707703	0	1033	1033	1033
Fri Nov 12 17:01:42 2021	1636707702	0	1035	1035	1033
Fri Nov 12 17:01:32 2021	1636707692	0	1035	1035	1034
Fri Nov 12 17:01:32 2021	1636707692	0	1035	1035	1035
Fri Nov 12 17:01:47 2021	1636707707	0	1036	1036	1035
Fri Nov 12 17:01:50 2021	1636707710	0	1036	1036	1036
Fri Nov 12 17:01:48 2021	1636707708	0	1037	1037	1036
Fri Nov 12 17:01:42 2021	1636707702	0	1038	1038	1037
Fri Nov 12 17:01:48 2021	1636707708	0	1039	1039	1039
Fri Nov 12 17:01:41 2021	1636707701	0	1041	1041	1040
Fri Nov 12 17:01:37 2021	1636707697	0	1042	1042	1041
Fri Nov 12 17:01:41 2021	1636707701	0	1042	1042	1042
Fri Nov 12 17:01:49 2021	1636707709	0	1044	1044	1043
Fri Nov 12 17:01:47 2021	1636707707	0	1045	1045	1044
Fri Nov 12 17:01:41 2021	1636707701	0	1045	1045	1044
Fri Nov 12 17:01:50 2021	1636707710	0	1047	1047	1046
Fri Nov 12 17:01:35 2021	1636707695	0	1047	1047	1047
Fri Nov 12 17:01:45 2021	1636707705	0	1047	1047	1047
Fri Nov 12 17:01:41 2021	1636707701	0	1047	1047	1047
Fri Nov 12 17:01:33 2021	1636707693	0	1048	1048	1047
Fri Nov 12 17:01:50 2021	1636707710	0	1048	1048	1047
Fri Nov 12 17:01:45 2021	1636707705	0	1048	1049	1048
Fri Nov 12 17:01:41 2021	1636707701	0	1049	1049	1006
Fri Nov 12 17:01:50 2021	1636707710	0	1049	1049	1049
Fri Nov 12 17:01:36 2021	1636707696	0	1050	1050	1048
Fri Nov 12 17:01:40 2021	1636707700	1	1049	1050	1048
Fri Nov 12 17:01:44 2021	1636707704	0	1053	1053	1052
Fri Nov 12 17:01:45 2021	1636707705	0	1053	1053	1049
Fri Nov 12 17:01:37 2021	1636707697	0	1054	1054	1053
Fri Nov 12 17:01:48 2021	1636707708	0	1054	1055	1054
Fri Nov 12 17:01:49 2021	1636707709	0	1055	1055	1054
Fri Nov 12 17:01:46 2021	1636707706	3	1053	1055	1052
Fri Nov 12 17:01:48 2021	1636707708	0	1055	1055	1055
Fri Nov 12 17:01:40 2021	1636707700	0	1056	1056	1055
Fri Nov 12 17:01:51 2021	1636707711	0	1057	1057	1056
Fri Nov 12 17:01:44 2021	1636707704	0	1057	1057	1056
Fri Nov 12 17:01:47 2021	1636707707	0	1057	1057	1039
Fri Nov 12 17:01:37 2021	1636707697	0	1058	1058	1058
Fri Nov 12 17:01:32 2021	1636707692	0	1058	1059	953
Fri Nov 12 17:01:40 2021	1636707700	0	1058	1059	1058
Fri Nov 12 17:01:49 2021	1636707709	0	1059	1059	1058
Fri Nov 12 17:01:36 2021	1636707696	0	1059	1059	1009
Fri Nov 12 17:01:32 2021	1636707692	6	1055	1061	128
Fri Nov 12 17:01:33 2021	1636707693	0	1061	1061	1061
Fri Nov 12 17:01:51 2021	1636707711	0	1062	1062	1061
Fri Nov 12 17:01:49 2021	1636707709	0	1063	1063	1062
Fri Nov 12 17:01:40 2021	1636707700	0	1063	1063	1061
Fri Nov 12 17:01:38 2021	1636707698	0	1065	1065	1065
Fri Nov 12 17:01:47 2021	1636707707	0	1066	1066	1065
Fri Nov 12 17:01:38 2021	1636707698	0	1066	1066	1065
Fri Nov 12 17:01:42 2021	1636707702	0	1070	1070	1003
Fri Nov 12 17:01:42 2021	1636707702	0	1071	1071	1070
Fri Nov 12 17:01:34 2021	1636707694	0	1071	1071	559
Fri Nov 12 17:01:44 2021	1636707704	0	1071	1071	1071
Fri Nov 12 17:01:41 2021	1636707701	0	1073	1073	1072
Fri Nov 12 17:01:42 2021	1636707702	0	1073	1073	1073
Fri Nov 12 17:01:45 2021	1636707705	0	1074	1074	1066
Fri Nov 12 17:01:44 2021	1636707704	0	1074	1075	1074
Fri Nov 12 17:01:35 2021	1636707695	0	1074	1075	1049
Fri Nov 12 17:01:48 2021	1636707708	0	1075	1075	1075
Fri Nov 12 17:01:40 2021	1636707700	0	1079	1079	1078
Fri Nov 12 17:01:40 2021	1636707700	0	1081	1081	1080
Fri Nov 12 17:01:34 2021	1636707694	0	1081	1081	584
Fri Nov 12 17:01:42 2021	1636707702	0	1081	1081	1079
Fri Nov 12 17:01:41 2021	1636707701	0	1081	1081	1081
Fri Nov 12 17:01:43 2021	1636707703	0	1082	1082	1080
Fri Nov 12 17:01:47 2021	1636707707	0	1082	1082	1081
Fri Nov 12 17:01:46 2021	1636707706	0	1083	1083	1082
Fri Nov 12 17:01:41 2021	1636707701	0	1083	1083	1081
Fri Nov 12 17:01:38 2021	1636707698	0	1083	1083	1083
Fri Nov 12 17:01:40 2021	1636707700	0	1085	1085	1084
Fri Nov 12 17:01:43 2021	1636707703	0	1086	1086	787
Fri Nov 12 17:01:36 2021	1636707696	0	1087	1087	1086
Fri Nov 12 17:01:40 2021	1636707700	0	1088	1088	1087
Fri Nov 12 17:01:39 2021	1636707699	0	1088	1088	1087
Fri Nov 12 17:01:40 2021	1636707700	0	1088	1088	1086
Fri Nov 12 17:01:45 2021	1636707705	0	1089	1089	1086
Fri Nov 12 17:01:35 2021	1636707695	0	1090	1090	1089
Fri Nov 12 17:01:49 2021	1636707709	0	1091	1091	1090
Fri Nov 12 17:01:33 2021	1636707693	0	1091	1091	1090
Fri Nov 12 17:01:41 2021	1636707701	0	1091	1092	1091
Fri Nov 12 17:01:41 2021	1636707701	0	1093	1093	1092
Fri Nov 12 17:01:34 2021	1636707694	0	1096	1096	1095
Fri Nov 12 17:01:51 2021	1636707711	0	1097	1097	1097
Fri Nov 12 17:01:36 2021	1636707696	0	1097	1097	1096
Fri Nov 12 17:01:44 2021	1636707704	0	1098	1098	1098
Fri Nov 12 17:01:41 2021	1636707701	0	1098	1098	1089
Fri Nov 12 17:01:38 2021	1636707698	0	1098	1098	1097
Fri Nov 12 17:01:47 2021	1636707707	0	1098	1098	1098
Fri Nov 12 17:01:42 2021	1636707702	0	1101	1101	1100
Fri Nov 12 17:01:44 2021	1636707704	0	1102	1102	1101
Fri Nov 12 17:01:40 2021	1636707700	0	1102	1102	1102
Fri Nov 12 17:01:37 2021	1636707697	0	1103	1103	1095
Fri Nov 12 17:01:42 2021	1636707702	0	1104	1104	1104
Fri Nov 12 17:01:45 2021	1636707705	0	1104	1105	1104
Fri Nov 12 17:01:34 2021	1636707694	0	1105	1105	1104
Fri Nov 12 17:01:41 2021	1636707701	0	1105	1105	1104
Fri Nov 12 17:01:42 2021	1636707702	0	1106	1106	1105
Fri Nov 12 17:01:34 2021	1636707694	0	1107	1107	1106
Fri Nov 12 17:01:37 2021	1636707697	0	1107	1107	1106
Fri Nov 12 17:01:40 2021	1636707700	0	1107	1108	1107
Fri Nov 12 17:01:48 2021	1636707708	0	1109	1109	1109
Fri Nov 12 17:01:48 2021	1636707708	0	1109	1109	1109
Fri Nov 12 17:01:36 2021	1636707696	0	1110	1110	1110
Fri Nov 12 17:01:36 2021	1636707696	0	1112	1112	1111
Fri Nov 12 17:01:45 2021	1636707705	0	1113	1113	1037
Fri Nov 12 17:01:45 2021	1636707705	0	1113	1113	1112
Fri Nov 12 17:01:43 2021	1636707703	0	1114	1114	1112
Fri Nov 12 17:01:37 2021	1636707697	0	1114	1114	1113
Fri Nov 12 17:01:33 2021	1636707693	0	1114	1114	1114
Fri Nov 12 17:01:37 2021	1636707697	0	1114	1114	1113
Fri Nov 12 17:01:36 2021	1636707696	0	1114	1114	1114
Fri Nov 12 17:01:36 2021	1636707696	0	1115	1115	1115
Fri Nov 12 17:01:40 2021	1636707700	0	1118	1118	1117
Fri Nov 12 17:01:37 2021	1636707697	0	1117	1118	1117
Fri Nov 12 17:01:40 2021	1636707700	0	1119	1119	1118
Fri Nov 12 17:01:40 2021	1636707700	0	1120	1120	1051
Fri Nov 12 17:01:34 2021	1636707694	0	1121	1121	1119
Fri Nov 12 17:01:35 2021	1636707695	0	1121	1121	1121
Fri Nov 12 17:01:51 2021	1636707711	0	1121	1122	1119
Fri Nov 12 17:01:32 2021	1636707692	0	1122	1122	1121
Fri Nov 12 17:01:50 2021	1636707710	0	1124	1124	1124
Fri Nov 12 17:01:34 2021	1636707694	0	1128	1128	1126
Fri Nov 12 17:01:43 2021	1636707703	0	1129	1129	1128
Fri Nov 12 17:01:41 2021	1636707701	0	1130	1130	1130
Fri Nov 12 17:01:43 2021	1636707703	0	1132	1132	1131
Fri Nov 12 17:01:49 2021	1636707709	0	1133	1133	1132
Fri Nov 12 17:01:35 2021	1636707695	0	1133	1133	1133
Fri Nov 12 17:01:39 2021	1636707699	0	1134	1134	1133
Fri Nov 12 17:01:47 2021	1636707707	0	1135	1135	1134
Fri Nov 12 17:01:46 2021	1636707706	0	1135	1135	1135
Fri Nov 12 17:01:47 2021	1636707707	0	1136	1136	1135
Fri Nov 12 17:01:49 2021	1636707709	0	1137	1137	1136
Fri Nov 12 17:01:49 2021	1636707709	0	1138	1138	1137
Fri Nov 12 17:01:38 2021	1636707698	0	1139	1139	1137
Fri Nov 12 17:01:36 2021	1636707696	0	1140	1140	1140
Fri Nov 12 17:01:40 2021	1636707700	0	1141	1141	981
Fri Nov 12 17:01:36 2021	1636707696	0	1141	1141	1141
Fri Nov 12 17:01:47 2021	1636707707	0	1142	1142	1141
Fri Nov 12 17:01:49 2021	1636707709	0	1144	1144	1144
Fri Nov 12 17:01:45 2021	1636707705	0	1145	1145	1144
Fri Nov 12 17:01:32 2021	1636707692	0	1145	1145	1144
Fri Nov 12 17:01:36 2021	1636707696	0	1146	1146	1084
Fri Nov 12 17:01:49 2021	1636707709	0	1148	1148	1147
Fri Nov 12 17:01:32 2021	1636707692	0	1148	1148	1147
Fri Nov 12 17:01:43 2021	1636707703	0	1149	1149	1148
Fri Nov 12 17:01:42 2021	1636707702	0	1150	1150	1149
Fri Nov 12 17:01:49 2021	1636707709	0	1150	1150	1150
Fri Nov 12 17:01:46 2021	1636707706	0	1150	1150	1150
Fri Nov 12 17:01:47 2021	1636707707	0	1151	1151	1150
Fri Nov 12 17:01:44 2021	1636707704	0	1151	1151	1151
Fri Nov 12 17:01:32 2021	1636707692	0	1152	1152	1151
Fri Nov 12 17:01:44 2021	1636707704	0	1154	1154	1153
Fri Nov 12 17:01:42 2021	1636707702	0	1155	1155	1142
Fri Nov 12 17:01:46 2021	1636707706	0	1156	1156	1155
Fri Nov 12 17:01:48 2021	1636707708	0	1158	1158	1157
