starttime	seconds	ctime	dtime	ttime	wait
Fri Nov 12 17:01:32 2021	1636707692	0	541	541	538
Fri Nov 12 17:01:34 2021	1636707694	0	541	542	540
Fri Nov 12 17:01:41 2021	1636707701	0	542	542	541
Fri Nov 12 17:01:42 2021	1636707702	0	542	542	542
Fri Nov 12 17:01:37 2021	1636707697	0	542	542	457
Fri Nov 12 17:01:42 2021	1636707702	0	543	543	542
Fri Nov 12 17:01:32 2021	1636707692	0	543	543	543
Fri Nov 12 17:01:51 2021	1636707711	0	545	545	543
Fri Nov 12 17:01:42 2021	1636707702	0	545	545	545
Fri Nov 12 17:01:33 2021	1636707693	0	545	545	542
Fri Nov 12 17:01:39 2021	1636707699	0	546	546	545
Fri Nov 12 17:01:32 2021	1636707692	0	546	546	546
Fri Nov 12 17:01:42 2021	1636707702	0	547	547	546
Fri Nov 12 17:01:49 2021	1636707709	0	548	548	547
Fri Nov 12 17:01:35 2021	1636707695	0	548	548	547
Fri Nov 12 17:01:35 2021	1636707695	1	548	549	536
Fri Nov 12 17:01:42 2021	1636707702	0	549	549	549
Fri Nov 12 17:01:47 2021	1636707707	0	550	550	549
Fri Nov 12 17:01:44 2021	1636707704	0	552	552	541
Fri Nov 12 17:01:34 2021	1636707694	0	552	552	551
Fri Nov 12 17:01:49 2021	1636707709	0	553	553	552
Fri Nov 12 17:01:35 2021	1636707695	0	553	553	552
Fri Nov 12 17:01:38 2021	1636707698	0	553	553	553
Fri Nov 12 17:01:34 2021	1636707694	0	553	553	553
Fri Nov 12 17:01:49 2021	1636707709	0	556	556	555
Fri Nov 12 17:01:32 2021	1636707692	0	556	556	552
Fri Nov 12 17:01:46 2021	1636707706	0	557	557	557
Fri Nov 12 17:01:47 2021	1636707707	0	557	557	557
Fri Nov 12 17:01:47 2021	1636707707	0	557	557	557
Fri Nov 12 17:01:32 2021	1636707692	0	557	557	556
Fri Nov 12 17:01:49 2021	1636707709	0	559	559	559
Fri Nov 12 17:01:32 2021	1636707692	0	559	559	529
Fri Nov 12 17:01:34 2021	1636707694	0	560	560	552
Fri Nov 12 17:01:49 2021	1636707709	0	561	561	555
Fri Nov 12 17:01:41 2021	1636707701	0	561	561	560
Fri Nov 12 17:01:41 2021	1636707701	0	562	562	562
Fri Nov 12 17:01:47 2021	1636707707	0	562	562	562
Fri Nov 12 17:01:37 2021	1636707697	0	563	563	562
Fri Nov 12 17:01:49 2021	1636707709	0	564	564	563
Fri Nov 12 17:01:33 2021	1636707693	0	564	564	564
Fri Nov 12 17:01:37 2021	1636707697	0	564	564	564
Fri Nov 12 17:01:48 2021	1636707708	0	565	565	563
Fri Nov 12 17:01:51 2021	1636707711	0	567	567	566
Fri Nov 12 17:01:38 2021	1636707698	0	568	568	568
Fri Nov 12 17:01:34 2021	1636707694	0	569	569	568
Fri Nov 12 17:01:37 2021	1636707697	0	570	571	569
Fri Nov 12 17:01:33 2021	1636707693	0	571	571	570
Fri Nov 12 17:01:49 2021	1636707709	0	572	572	571
Fri Nov 12 17:01:40 2021	1636707700	0	572	572	571
Fri Nov 12 17:01:45 2021	1636707705	0	573	574	573
Fri Nov 12 17:01:51 2021	1636707711	0	574	574	574
Fri Nov 12 17:01:34 2021	1636707694	0	575	575	574
Fri Nov 12 17:01:49 2021	1636707709	0	576	576	573
Fri Nov 12 17:01:35 2021	1636707695	1	575	576	574
Fri Nov 12 17:01:43 2021	1636707703	0	578	578	561
Fri Nov 12 17:01:34 2021	1636707694	0	579	579	550
Fri Nov 12 17:01:41 2021	1636707701	0	581	581	580
Fri Nov 12 17:01:35 2021	1636707695	0	582	582	581
Fri Nov 12 17:01:33 2021	1636707693	0	582	582	582
Fri Nov 12 17:01:45 2021	1636707705	0	585	585	584
Fri Nov 12 17:01:49 2021	1636707709	0	586	586	585
Fri Nov 12 17:01:49 2021	1636707709	0	586	586	585
Fri Nov 12 17:01:51 2021	1636707711	0	586	586	583
Fri Nov 12 17:01:32 2021	1636707692	0	587	587	156
Fri Nov 12 17:01:40 2021	1636707700	0	587	587	587
Fri Nov 12 17:01:37 2021	1636707697	0	587	587	586
Fri Nov 12 17:01:47 2021	1636707707	0	588	588	587
Fri Nov 12 17:01:36 2021	1636707696	0	588	588	588
Fri Nov 12 17:01:43 2021	1636707703	0	588	588	569
Fri Nov 12 17:01:39 2021	1636707699	0	589	589	588
Fri Nov 12 17:01:35 2021	1636707695	1	588	589	578
Fri Nov 12 17:01:44 2021	1636707704	0	593	593	592
Fri Nov 12 17:01:36 2021	1636707696	0	597	597	596
Fri Nov 12 17:01:48 2021	1636707708	0	597	597	596
Fri Nov 12 17:01:38 2021	1636707698	0	597	597	596
Fri Nov 12 17:01:41 2021	1636707701	0	598	598	481
Fri Nov 12 17:01:41 2021	1636707701	0	598	598	597
Fri Nov 12 17:01:40 2021	1636707700	0	599	599	598
Fri Nov 12 17:01:33 2021	1636707693	0	599	599	598
Fri Nov 12 17:01:48 2021	1636707708	0	600	600	600
Fri Nov 12 17:01:47 2021	1636707707	0	601	601	601
Fri Nov 12 17:01:48 2021	1636707708	0	602	602	601
Fri Nov 12 17:01:40 2021	1636707700	0	602	602	216
Fri Nov 12 17:01:51 2021	1636707711	0	603	604	603
Fri Nov 12 17:01:45 2021	1636707705	0	604	604	603
Fri Nov 12 17:01:35 2021	1636707695	0	604	604	601
Fri Nov 12 17:01:33 2021	1636707693	0	606	606	605
Fri Nov 12 17:01:40 2021	1636707700	0	606	606	606
Fri Nov 12 17:01:45 2021	1636707705	0	606	606	599
Fri Nov 12 17:01:48 2021	1636707708	0	607	607	606
Fri Nov 12 17:01:37 2021	1636707697	0	609	609	607
Fri Nov 12 17:01:51 2021	1636707711	0	610	610	563
Fri Nov 12 17:01:36 2021	1636707696	0	610	610	549
Fri Nov 12 17:01:36 2021	1636707696	0	610	610	602
Fri Nov 12 17:01:37 2021	1636707697	0	611	611	610
Fri Nov 12 17:01:43 2021	1636707703	0	612	612	611
Fri Nov 12 17:01:48 2021	1636707708	0	613	613	612
Fri Nov 12 17:01:37 2021	1636707697	0	614	614	599
Fri Nov 12 17:01:43 2021	1636707703	0	614	614	613
Fri Nov 12 17:01:35 2021	1636707695	0	616	616	615
Fri Nov 12 17:01:50 2021	1636707710	0	616	616	613
Fri Nov 12 17:01:47 2021	1636707707	0	616	616	531
Fri Nov 12 17:01:37 2021	1636707697	0	616	617	616
Fri Nov 12 17:01:49 2021	1636707709	0	618	618	617
Fri Nov 12 17:01:35 2021	1636707695	0	618	618	617
Fri Nov 12 17:01:44 2021	1636707704	0	618	618	618
Fri Nov 12 17:01:49 2021	1636707709	0	619	619	618
Fri Nov 12 17:01:37 2021	1636707697	0	620	620	620
Fri Nov 12 17:01:41 2021	1636707701	0	621	621	620
Fri Nov 12 17:01:35 2021	1636707695	0	621	622	621
Fri Nov 12 17:01:47 2021	1636707707	0	623	623	586
Fri Nov 12 17:01:35 2021	1636707695	0	624	624	624
Fri Nov 12 17:01:51 2021	1636707711	0	626	626	626
Fri Nov 12 17:01:32 2021	1636707692	6	621	627	620
Fri Nov 12 17:01:48 2021	1636707708	0	627	627	626
Fri Nov 12 17:01:50 2021	1636707710	0	627	627	626
Fri Nov 12 17:01:34 2021	1636707694	0	628	628	626
Fri Nov 12 17:01:34 2021	1636707694	0	628	628	628
Fri Nov 12 17:01:38 2021	1636707698	0	628	628	628
Fri Nov 12 17:01:37 2021	1636707697	0	629	629	556
Fri Nov 12 17:01:37 2021	1636707697	0	630	630	592
Fri Nov 12 17:01:41 2021	1636707701	0	630	630	629
Fri Nov 12 17:01:36 2021	1636707696	0	631	631	630
Fri Nov 12 17:01:44 2021	1636707704	0	632	632	631
Fri Nov 12 17:01:47 2021	1636707707	0	632	632	632
Fri Nov 12 17:01:36 2021	1636707696	0	633	633	532
Fri Nov 12 17:01:32 2021	1636707692	0	633	633	633
Fri Nov 12 17:01:42 2021	1636707702	0	633	633	632
Fri Nov 12 17:01:48 2021	1636707708	0	633	633	633
Fri Nov 12 17:01:51 2021	1636707711	0	634	634	633
Fri Nov 12 17:01:45 2021	1636707705	0	634	634	634
Fri Nov 12 17:01:47 2021	1636707707	1	633	634	633
Fri Nov 12 17:01:42 2021	1636707702	0	634	634	634
Fri Nov 12 17:01:37 2021	1636707697	0	636	636	592
Fri Nov 12 17:01:40 2021	1636707700	0	639	639	638
Fri Nov 12 17:01:35 2021	1636707695	0	642	642	639
Fri Nov 12 17:01:45 2021	1636707705	0	643	643	642
Fri Nov 12 17:01:33 2021	1636707693	0	644	644	642
Fri Nov 12 17:01:50 2021	1636707710	0	644	644	643
Fri Nov 12 17:01:32 2021	1636707692	6	639	644	638
Fri Nov 12 17:01:42 2021	1636707702	0	645	645	644
Fri Nov 12 17:01:35 2021	1636707695	0	646	646	645
Fri Nov 12 17:01:47 2021	1636707707	0	647	647	646
Fri Nov 12 17:01:35 2021	1636707695	0	647	647	647
Fri Nov 12 17:01:49 2021	1636707709	0	647	647	646
Fri Nov 12 17:01:36 2021	1636707696	0	647	647	643
Fri Nov 12 17:01:34 2021	1636707694	0	647	647	647
Fri Nov 12 17:01:37 2021	1636707697	0	649	649	648
Fri Nov 12 17:01:35 2021	1636707695	0	649	649	649
Fri Nov 12 17:01:34 2021	1636707694	0	650	650	648
Fri Nov 12 17:01:32 2021	1636707692	6	644	650	643
Fri Nov 12 17:01:34 2021	1636707694	0	650	650	649
Fri Nov 12 17:01:33 2021	1636707693	0	651	651	650
Fri Nov 12 17:01:50 2021	1636707710	0	652	652	651
Fri Nov 12 17:01:34 2021	1636707694	0	652	652	651
Fri Nov 12 17:01:33 2021	1636707693	0	652	652	652
Fri Nov 12 17:01:35 2021	1636707695	0	653	653	652
Fri Nov 12 17:01:40 2021	1636707700	0	653	653	652
Fri Nov 12 17:01:41 2021	1636707701	0	654	654	653
Fri Nov 12 17:01:51 2021	1636707711	0	654	654	654
Fri Nov 12 17:01:47 2021	1636707707	0	655	655	654
Fri Nov 12 17:01:49 2021	1636707709	0	655	655	653
Fri Nov 12 17:01:36 2021	1636707696	1	655	655	654
Fri Nov 12 17:01:48 2021	1636707708	0	656	656	655
Fri Nov 12 17:01:34 2021	1636707694	0	656	656	656
Fri Nov 12 17:01:51 2021	1636707711	0	659	659	656
Fri Nov 12 17:01:45 2021	1636707705	0	659	659	659
Fri Nov 12 17:01:35 2021	1636707695	0	660	660	659
Fri Nov 12 17:01:47 2021	1636707707	0	660	660	660
Fri Nov 12 17:01:32 2021	1636707692	5	655	661	655
Fri Nov 12 17:01:37 2021	1636707697	0	662	662	569
Fri Nov 12 17:01:35 2021	1636707695	0	665	665	664
Fri Nov 12 17:01:42 2021	1636707702	0	665	665	665
Fri Nov 12 17:01:35 2021	1636707695	0	666	666	665
Fri Nov 12 17:01:41 2021	1636707701	0	666	666	666
Fri Nov 12 17:01:41 2021	1636707701	0	669	669	668
Fri Nov 12 17:01:35 2021	1636707695	0	669	669	668
Fri Nov 12 17:01:41 2021	1636707701	0	670	670	669
Fri Nov 12 17:01:51 2021	1636707711	0	671	671	671
Fri Nov 12 17:01:48 2021	1636707708	0	671	671	671
Fri Nov 12 17:01:47 2021	1636707707	0	671	671	671
Fri Nov 12 17:01:32 2021	1636707692	0	672	672	670
Fri Nov 12 17:01:49 2021	1636707709	0	672	672	671
Fri Nov 12 17:01:38 2021	1636707698	0	672	672	269
Fri Nov 12 17:01:45 2021	1636707705	0	672	672	672
Fri Nov 12 17:01:43 2021	1636707703	0	673	673	672
Fri Nov 12 17:01:35 2021	1636707695	0	673	674	668
Fri Nov 12 17:01:32 2021	1636707692	0	674	674	674
Fri Nov 12 17:01:45 2021	1636707705	0	674	675	674
Fri Nov 12 17:01:47 2021	1636707707	0	675	676	675
Fri Nov 12 17:01:40 2021	1636707700	0	678	678	676
Fri Nov 12 17:01:32 2021	1636707692	6	672	678	671
Fri Nov 12 17:01:37 2021	1636707697	0	678	678	642
Fri Nov 12 17:01:48 2021	1636707708	0	679	679	379
Fri Nov 12 17:01:33 2021	1636707693	0	679	679	678
Fri Nov 12 17:01:50 2021	1636707710	0	679	679	678
Fri Nov 12 17:01:32 2021	1636707692	6	674	680	671
Fri Nov 12 17:01:43 2021	1636707703	0	680	680	678
Fri Nov 12 17:01:50 2021	1636707710	0	680	680	680
Fri Nov 12 17:01:32 2021	1636707692	5	675	680	675
Fri Nov 12 17:01:35 2021	1636707695	0	680	681	680
Fri Nov 12 17:01:47 2021	1636707707	0	681	681	681
Fri Nov 12 17:01:42 2021	1636707702	0	684	684	683
Fri Nov 12 17:01:41 2021	1636707701	0	684	684	683
Fri Nov 12 17:01:35 2021	1636707695	0	684	684	683
Fri Nov 12 17:01:32 2021	1636707692	6	679	685	679
Fri Nov 12 17:01:51 2021	1636707711	0	685	685	684
Fri Nov 12 17:01:51 2021	1636707711	0	686	686	685
Fri Nov 12 17:01:43 2021	1636707703	0	686	686	685
Fri Nov 12 17:01:38 2021	1636707698	0	686	686	686
Fri Nov 12 17:01:49 2021	1636707709	0	688	688	687
Fri Nov 12 17:01:37 2021	1636707697	0	688	688	592
Fri Nov 12 17:01:47 2021	1636707707	0	688	688	688
Fri Nov 12 17:01:51 2021	1636707711	0	690	690	690
Fri Nov 12 17:01:51 2021	1636707711	0	691	691	691
Fri Nov 12 17:01:32 2021	1636707692	6	686	692	685
Fri Nov 12 17:01:51 2021	1636707711	0	692	692	691
Fri Nov 12 17:01:35 2021	1636707695	1	692	693	692
Fri Nov 12 17:01:35 2021	1636707695	0	694	694	693
Fri Nov 12 17:01:40 2021	1636707700	0	694	694	692
Fri Nov 12 17:01:33 2021	1636707693	0	694	694	694
Fri Nov 12 17:01:37 2021	1636707697	0	695	695	694
Fri Nov 12 17:01:33 2021	1636707693	0	695	695	695
Fri Nov 12 17:01:36 2021	1636707696	0	696	696	695
Fri Nov 12 17:01:44 2021	1636707704	0	697	697	696
Fri Nov 12 17:01:51 2021	1636707711	0	697	697	696
Fri Nov 12 17:01:36 2021	1636707696	0	697	697	697
Fri Nov 12 17:01:33 2021	1636707693	0	698	698	697
Fri Nov 12 17:01:37 2021	1636707697	0	698	698	618
Fri Nov 12 17:01:49 2021	1636707709	0	699	699	698
Fri Nov 12 17:01:37 2021	1636707697	0	700	700	492
Fri Nov 12 17:01:37 2021	1636707697	0	700	700	699
Fri Nov 12 17:01:50 2021	1636707710	0	700	700	699
Fri Nov 12 17:01:37 2021	1636707697	0	700	700	629
Fri Nov 12 17:01:41 2021	1636707701	0	702	702	700
Fri Nov 12 17:01:43 2021	1636707703	0	702	702	701
Fri Nov 12 17:01:37 2021	1636707697	0	703	703	702
Fri Nov 12 17:01:33 2021	1636707693	0	703	703	703
Fri Nov 12 17:01:42 2021	1636707702	0	704	704	703
Fri Nov 12 17:01:36 2021	1636707696	0	704	704	703
Fri Nov 12 17:01:35 2021	1636707695	0	705	705	690
Fri Nov 12 17:01:44 2021	1636707704	0	705	705	702
Fri Nov 12 17:01:44 2021	1636707704	0	706	706	705
Fri Nov 12 17:01:37 2021	1636707697	0	706	706	702
Fri Nov 12 17:01:45 2021	1636707705	0	707	707	706
Fri Nov 12 17:01:51 2021	1636707711	0	707	707	707
Fri Nov 12 17:01:37 2021	1636707697	0	708	708	707
Fri Nov 12 17:01:51 2021	1636707711	0	708	708	708
Fri Nov 12 17:01:43 2021	1636707703	0	709	709	708
Fri Nov 12 17:01:35 2021	1636707695	1	709	709	708
Fri Nov 12 17:01:37 2021	1636707697	0	710	710	709
Fri Nov 12 17:01:47 2021	1636707707	0	710	710	709
Fri Nov 12 17:01:42 2021	1636707702	0	710	710	710
Fri Nov 12 17:01:35 2021	1636707695	0	711	711	710
Fri Nov 12 17:01:49 2021	1636707709	0	711	711	711
Fri Nov 12 17:01:49 2021	1636707709	0	711	711	711
Fri Nov 12 17:01:43 2021	1636707703	0	712	712	711
Fri Nov 12 17:01:45 2021	1636707705	0	712	712	712
Fri Nov 12 17:01:45 2021	1636707705	0	713	713	712
Fri Nov 12 17:01:38 2021	1636707698	0	714	714	713
Fri Nov 12 17:01:51 2021	1636707711	0	714	714	713
Fri Nov 12 17:01:51 2021	1636707711	0	714	714	714
Fri Nov 12 17:01:49 2021	1636707709	0	714	715	714
Fri Nov 12 17:01:51 2021	1636707711	0	715	715	714
Fri Nov 12 17:01:45 2021	1636707705	0	716	716	715
Fri Nov 12 17:01:48 2021	1636707708	0	716	716	716
Fri Nov 12 17:01:40 2021	1636707700	0	716	716	716
Fri Nov 12 17:01:51 2021	1636707711	0	717	717	716
Fri Nov 12 17:01:34 2021	1636707694	0	717	717	716
Fri Nov 12 17:01:51 2021	1636707711	0	717	717	717
Fri Nov 12 17:01:49 2021	1636707709	0	718	718	716
Fri Nov 12 17:01:51 2021	1636707711	0	718	718	718
Fri Nov 12 17:01:44 2021	1636707704	0	719	719	570
Fri Nov 12 17:01:51 2021	1636707711	0	719	720	719
Fri Nov 12 17:01:36 2021	1636707696	0	720	720	718
Fri Nov 12 17:01:32 2021	1636707692	0	720	720	719
Fri Nov 12 17:01:33 2021	1636707693	0	720	721	320
Fri Nov 12 17:01:32 2021	1636707692	0	720	721	720
Fri Nov 12 17:01:44 2021	1636707704	0	721	721	720
Fri Nov 12 17:01:51 2021	1636707711	0	721	721	721
Fri Nov 12 17:01:49 2021	1636707709	0	722	722	719
Fri Nov 12 17:01:48 2021	1636707708	0	722	722	720
Fri Nov 12 17:01:49 2021	1636707709	0	723	723	722
Fri Nov 12 17:01:37 2021	1636707697	0	724	724	723
Fri Nov 12 17:01:51 2021	1636707711	0	724	724	724
Fri Nov 12 17:01:51 2021	1636707711	0	724	724	724
Fri Nov 12 17:01:49 2021	1636707709	0	724	725	724
Fri Nov 12 17:01:37 2021	1636707697	0	725	725	724
Fri Nov 12 17:01:38 2021	1636707698	0	726	726	726
Fri Nov 12 17:01:32 2021	1636707692	6	720	726	720
Fri Nov 12 17:01:32 2021	1636707692	0	728	728	728
Fri Nov 12 17:01:47 2021	1636707707	0	729	729	728
Fri Nov 12 17:01:36 2021	1636707696	0	729	729	728
Fri Nov 12 17:01:51 2021	1636707711	0	729	729	729
Fri Nov 12 17:01:32 2021	1636707692	0	729	729	728
Fri Nov 12 17:01:40 2021	1636707700	0	730	730	728
Fri Nov 12 17:01:51 2021	1636707711	0	730	730	730
Fri Nov 12 17:01:49 2021	1636707709	0	731	731	729
Fri Nov 12 17:01:51 2021	1636707711	0	732	732	728
Fri Nov 12 17:01:51 2021	1636707711	0	732	732	731
Fri Nov 12 17:01:51 2021	1636707711	0	733	733	673
Fri Nov 12 17:01:46 2021	1636707706	0	734	734	728
Fri Nov 12 17:01:36 2021	1636707696	0	734	734	484
Fri Nov 12 17:01:43 2021	1636707703	0	734	734	733
Fri Nov 12 17:01:41 2021	1636707701	0	735	735	734
Fri Nov 12 17:01:51 2021	1636707711	0	737	737	736
Fri Nov 12 17:01:49 2021	1636707709	0	738	738	737
Fri Nov 12 17:01:37 2021	1636707697	0	740	740	740
Fri Nov 12 17:01:32 2021	1636707692	6	734	740	734
Fri Nov 12 17:01:37 2021	1636707697	0	741	741	740
Fri Nov 12 17:01:43 2021	1636707703	0	741	741	740
Fri Nov 12 17:01:44 2021	1636707704	0	741	741	646
Fri Nov 12 17:01:42 2021	1636707702	0	741	741	740
Fri Nov 12 17:01:51 2021	1636707711	0	741	741	741
Fri Nov 12 17:01:51 2021	1636707711	0	743	743	731
Fri Nov 12 17:01:42 2021	1636707702	0	743	743	742
Fri Nov 12 17:01:33 2021	1636707693	0	744	744	743
Fri Nov 12 17:01:36 2021	1636707696	0	744	744	744
Fri Nov 12 17:01:36 2021	1636707696	0	746	746	744
Fri Nov 12 17:01:37 2021	1636707697	0	746	746	745
Fri Nov 12 17:01:40 2021	1636707700	0	747	747	747
Fri Nov 12 17:01:32 2021	1636707692	5	742	747	741
Fri Nov 12 17:01:37 2021	1636707697	0	748	748	747
Fri Nov 12 17:01:45 2021	1636707705	0	748	748	747
Fri Nov 12 17:01:42 2021	1636707702	0	749	749	745
Fri Nov 12 17:01:43 2021	1636707703	0	749	749	743
Fri Nov 12 17:01:41 2021	1636707701	0	749	749	748
Fri Nov 12 17:01:49 2021	1636707709	0	750	750	747
Fri Nov 12 17:01:33 2021	1636707693	0	752	752	614
Fri Nov 12 17:01:41 2021	1636707701	0	753	753	752
Fri Nov 12 17:01:50 2021	1636707710	0	754	754	753
Fri Nov 12 17:01:43 2021	1636707703	0	754	754	753
Fri Nov 12 17:01:32 2021	1636707692	5	749	754	748
Fri Nov 12 17:01:35 2021	1636707695	0	755	755	754
Fri Nov 12 17:01:36 2021	1636707696	0	755	755	755
Fri Nov 12 17:01:49 2021	1636707709	0	756	756	753
Fri Nov 12 17:01:49 2021	1636707709	0	756	757	755
Fri Nov 12 17:01:51 2021	1636707711	0	758	758	757
Fri Nov 12 17:01:41 2021	1636707701	0	758	758	758
Fri Nov 12 17:01:49 2021	1636707709	0	759	759	759
Fri Nov 12 17:01:36 2021	1636707696	0	761	761	760
Fri Nov 12 17:01:44 2021	1636707704	0	761	761	670
Fri Nov 12 17:01:51 2021	1636707711	0	763	763	763
Fri Nov 12 17:01:45 2021	1636707705	0	763	763	763
Fri Nov 12 17:01:36 2021	1636707696	0	765	765	764
Fri Nov 12 17:01:51 2021	1636707711	0	765	765	765
Fri Nov 12 17:01:51 2021	1636707711	0	766	766	766
Fri Nov 12 17:01:37 2021	1636707697	0	767	767	767
Fri Nov 12 17:01:45 2021	1636707705	0	769	769	768
Fri Nov 12 17:01:37 2021	1636707697	0	769	769	767
Fri Nov 12 17:01:36 2021	1636707696	0	769	769	768
Fri Nov 12 17:01:45 2021	1636707705	0	769	769	768
Fri Nov 12 17:01:51 2021	1636707711	0	771	771	771
Fri Nov 12 17:01:36 2021	1636707696	0	771	771	765
Fri Nov 12 17:01:44 2021	1636707704	0	772	772	693
Fri Nov 12 17:01:35 2021	1636707695	0	772	772	771
Fri Nov 12 17:01:46 2021	1636707706	0	773	773	772
Fri Nov 12 17:01:43 2021	1636707703	0	775	775	774
Fri Nov 12 17:01:35 2021	1636707695	0	774	775	731
Fri Nov 12 17:01:32 2021	1636707692	0	775	775	774
Fri Nov 12 17:01:45 2021	1636707705	0	775	775	775
Fri Nov 12 17:01:45 2021	1636707705	0	775	776	775
Fri Nov 12 17:01:36 2021	1636707696	0	776	776	775
Fri Nov 12 17:01:32 2021	1636707692	0	776	776	776
Fri Nov 12 17:01:37 2021	1636707697	0	776	776	776
Fri Nov 12 17:01:47 2021	1636707707	0	777	777	776
Fri Nov 12 17:01:37 2021	1636707697	0	777	777	776
Fri Nov 12 17:01:51 2021	1636707711	0	777	777	777
Fri Nov 12 17:01:36 2021	1636707696	0	778	778	757
Fri Nov 12 17:01:42 2021	1636707702	0	780	780	779
Fri Nov 12 17:01:32 2021	1636707692	6	774	780	774
Fri Nov 12 17:01:42 2021	1636707702	0	780	780	780
Fri Nov 12 17:01:42 2021	1636707702	0	781	781	780
Fri Nov 12 17:01:47 2021	1636707707	0	782	782	782
Fri Nov 12 17:01:48 2021	1636707708	0	783	783	782
Fri Nov 12 17:01:48 2021	1636707708	0	785	785	784
Fri Nov 12 17:01:45 2021	1636707705	0	785	785	784
Fri Nov 12 17:01:32 2021	1636707692	0	785	785	779
Fri Nov 12 17:01:44 2021	1636707704	0	786	786	786
Fri Nov 12 17:01:32 2021	1636707692	6	781	787	780
Fri Nov 12 17:01:49 2021	1636707709	0	787	787	786
Fri Nov 12 17:01:33 2021	1636707693	0	787	787	786
Fri Nov 12 17:01:33 2021	1636707693	0	788	788	787
Fri Nov 12 17:01:46 2021	1636707706	0	788	788	787
Fri Nov 12 17:01:49 2021	1636707709	0	790	790	790
Fri Nov 12 17:01:35 2021	1636707695	0	791	791	789
Fri Nov 12 17:01:32 2021	1636707692	6	786	791	785
Fri Nov 12 17:01:39 2021	1636707699	0	792	792	791
Fri Nov 12 17:01:51 2021	1636707711	0	794	794	726
Fri Nov 12 17:01:42 2021	1636707702	0	796	797	796
Fri Nov 12 17:01:32 2021	1636707692	6	791	797	791
Fri Nov 12 17:01:51 2021	1636707711	0	797	797	797
Fri Nov 12 17:01:43 2021	1636707703	1	797	798	797
Fri Nov 12 17:01:47 2021	1636707707	0	799	799	798
Fri Nov 12 17:01:45 2021	1636707705	0	799	799	799
Fri Nov 12 17:01:43 2021	1636707703	0	801	801	800
Fri Nov 12 17:01:42 2021	1636707702	0	802	802	801
Fri Nov 12 17:01:32 2021	1636707692	6	797	803	796
Fri Nov 12 17:01:32 2021	1636707692	6	798	804	797
Fri Nov 12 17:01:48 2021	1636707708	0	805	805	802
Fri Nov 12 17:01:50 2021	1636707710	0	807	807	806
Fri Nov 12 17:01:45 2021	1636707705	0	808	808	807
Fri Nov 12 17:01:36 2021	1636707696	0	809	809	808
Fri Nov 12 17:01:37 2021	1636707697	0	809	809	798
Fri Nov 12 17:01:37 2021	1636707697	0	809	809	765
Fri Nov 12 17:01:41 2021	1636707701	0	809	809	809
Fri Nov 12 17:01:45 2021	1636707705	0	809	809	809
Fri Nov 12 17:01:35 2021	1636707695	0	809	810	808
Fri Nov 12 17:01:33 2021	1636707693	0	810	810	809
Fri Nov 12 17:01:45 2021	1636707705	0	810	810	810
Fri Nov 12 17:01:45 2021	1636707705	0	810	810	809
Fri Nov 12 17:01:45 2021	1636707705	0	811	811	810
Fri Nov 12 17:01:51 2021	1636707711	0	811	811	810
Fri Nov 12 17:01:32 2021	1636707692	6	805	811	805
Fri Nov 12 17:01:40 2021	1636707700	0	812	812	812
Fri Nov 12 17:01:37 2021	1636707697	0	812	812	812
Fri Nov 12 17:01:37 2021	1636707697	0	812	812	812
Fri Nov 12 17:01:32 2021	1636707692	5	808	814	808
Fri Nov 12 17:01:44 2021	1636707704	0	815	815	674
Fri Nov 12 17:01:51 2021	1636707711	0	816	816	814
Fri Nov 12 17:01:41 2021	1636707701	0	816	816	815
Fri Nov 12 17:01:35 2021	1636707695	0	817	817	816
Fri Nov 12 17:01:33 2021	1636707693	0	817	817	816
Fri Nov 12 17:01:48 2021	1636707708	0	817	818	813
Fri Nov 12 17:01:50 2021	1636707710	0	818	818	818
Fri Nov 12 17:01:36 2021	1636707696	0	818	818	818
Fri Nov 12 17:01:42 2021	1636707702	0	819	819	818
Fri Nov 12 17:01:32 2021	1636707692	6	813	819	812
Fri Nov 12 17:01:37 2021	1636707697	0	819	820	819
Fri Nov 12 17:01:34 2021	1636707694	0	821	821	821
Fri Nov 12 17:01:32 2021	1636707692	6	816	821	815
Fri Nov 12 17:01:46 2021	1636707706	0	823	823	822
Fri Nov 12 17:01:33 2021	1636707693	0	825	825	605
Fri Nov 12 17:01:36 2021	1636707696	0	826	826	825
Fri Nov 12 17:01:47 2021	1636707707	0	826	826	825
Fri Nov 12 17:01:44 2021	1636707704	0	827	827	826
Fri Nov 12 17:01:44 2021	1636707704	0	827	827	824
Fri Nov 12 17:01:48 2021	1636707708	0	827	827	826
Fri Nov 12 17:01:43 2021	1636707703	0	827	827	827
Fri Nov 12 17:01:39 2021	1636707699	0	828	828	342
Fri Nov 12 17:01:49 2021	1636707709	0	828	828	827
Fri Nov 12 17:01:37 2021	1636707697	0	828	828	827
Fri Nov 12 17:01:40 2021	1636707700	0	829	829	826
Fri Nov 12 17:01:32 2021	1636707692	6	824	829	823
Fri Nov 12 17:01:45 2021	1636707705	0	830	830	829
Fri Nov 12 17:01:35 2021	1636707695	0	831	831	829
Fri Nov 12 17:01:43 2021	1636707703	0	831	831	830
Fri Nov 12 17:01:37 2021	1636707697	0	831	831	831
Fri Nov 12 17:01:47 2021	1636707707	0	831	831	831
Fri Nov 12 17:01:47 2021	1636707707	0	831	831	831
